title,clean_title,original_title,genres,director,release_year,runtime,budget,revenue,popularity,tmdb_rating,tmdb_votes,imdb_rating,imdb_votes,language,tmdb_id,imdb_id,doesthedog_id
The Vault,the vault,Way Down,"drama, action, thriller",Jaume Balagueró,2021,114,15000000,8804000,42.5,6.8,949,6.4,32895,English,630004,tt9742794,
18 Presents,18 presents,18 regali,"drama, family",Francesco Amato,2020,110,2500000,3486375,15.5,7.4,659,6.9,4370,Italian,630220,tt10816484,
Titane,titane,Titane,"drama, thriller, horror",Julia Ducournau,2021,108,6600000,4982335,22.3,6.4,1442,6.5,60118,French,630240,tt10944760,
Knock at the Cabin,knock at the cabin,Knock at the Cabin,"thriller, mystery, horror",M. Night Shyamalan,2023,100,20000000,54700000,45.4,6.3,2632,6.1,127566,English,631842,tt15679400,
Old,old,Old,"thriller, mystery, horror",M. Night Shyamalan,2021,108,18000000,90146510,29.3,6.3,4426,5.8,171549,English,631843,tt10954652,
All My Life,all my life,All My Life,"romance, drama",Marc Meyers,2020,93,25000000,2000000,16.5,7.8,473,6.3,6375,English,632322,tt8305852,
The Unholy,the unholy,The Unholy,"horror, mystery",Evan Spiliotopoulos,2021,99,10000000,30800000,53.9,6.6,2153,5.1,29013,English,632357,tt9419056,
C'mon C'mon,cmon cmon,C'mon C'mon,drama,Mike Mills,2021,109,8300000,4300000,14.7,7.2,659,7.4,40356,English,632617,tt10986222,
Shin Ultraman,shin ultraman,シン・ウルトラマン,"action, science fiction",Shinji Higuchi,2022,112,5500000,34441594,27.3,7.2,172,6.4,4142,Japanese,634429,tt10737918,
Madame Web,madame web,Madame Web,"action, fantasy",S.J. Clarkson,2024,116,80000000,100498764,97.1,5.4,1939,4.0,93361,English,634492,tt11057302,
The Marksman,the marksman,The Marksman,"action, drama, thriller",Robert Lorenz,2021,108,23000000,23076711,35.1,6.8,1584,5.7,45094,English,634528,tt6902332,
Spider-Man: No Way Home,spiderman no way home,Spider-Man: No Way Home,"action, adventure, science fiction",Jon Watts,2021,148,200000000,1921847111,274.5,8.0,20183,8.2,919465,English,634649,tt10872600,
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,demon slayer kimetsu no yaiba the movie mugen train,劇場版「鬼滅の刃」無限列車編,"animation, action, fantasy, thriller",Haruo Sotozaki,2020,117,15700000,507119058,74.6,8.2,3947,8.2,79385,Japanese,635302,tt11032374,
Pig,pig,Pig,"drama, thriller",Michael Sarnoski,2021,92,3000000,3889432,20.6,6.7,1399,6.9,95137,English,635731,tt11003218,
Clerks III,clerks iii,Clerks III,"comedy, drama",Kevin Smith,2022,100,7000000,4717597,13.4,6.0,239,6.2,19867,English,635891,tt11128440,
The Last Voyage of the Demeter,the last voyage of the demeter,The Last Voyage of the Demeter,"horror, thriller, fantasy",André Øvredal,2023,119,45000000,21600000,81.6,6.8,1588,6.1,58806,English,635910,tt1001520,
Shithouse,shithouse,Shithouse,"comedy, drama, romance",Cooper Raiff,2020,102,80000,18370,11.7,7.0,164,6.9,7017,English,637053,tt11618536,
Fate/Grand Order the Movie: Divine Realm of the Round Table: Camelot Wandering; Agateram,fategrand order the movie divine realm of the round table camelot wandering agateram,Fate/Grand Order -神聖円卓領域キャメロット- 前編 Wandering; Agateram,"animation, action, adventure, history, drama, fantasy",Kei Suezawa,2020,90,2000000,3607899,12.6,7.2,66,6.3,438,Japanese,637202,tt9534948,
Wrath of Man,wrath of man,Wrath of Man,"crime, action, thriller",Guy Ritchie,2021,118,40000000,103966489,166.0,7.6,5280,7.1,217484,English,637649,tt11083552,
Spirit Untamed,spirit untamed,Spirit Untamed,"animation, adventure, family",Elaine Bogan,2021,88,30000000,17635215,31.5,7.3,515,5.5,4944,English,637693,tt11084896,
Miracle in Cell No. 7,miracle in cell no 7,7. Koğuştaki Mucize,drama,Mehmet Ada Öztekin,2019,132,10000000,28000000,30.3,8.3,4366,8.2,57663,Turkish,637920,tt10431500,
Mandibles,mandibles,Mandibules,"comedy, fantasy",Quentin Dupieux,2021,77,4900000,2044087,16.0,6.3,543,6.6,6764,French,638965,tt10375106,
"KKN, Curse of the Dancing Village",kkn curse of the dancing village,KKN di Desa Penari,"horror, mystery, thriller",Awi Suryadi,2022,130,1100000,25000000,4.4,5.7,24,5.9,2635,Indonesian,638985,tt11013610,
IF,if,IF,"comedy, fantasy, family",John Krasinski,2024,104,110000000,190309707,354.3,7.3,1058,6.4,50223,English,639720,tt11152168,
The Northman,the northman,The Northman,"action, adventure, fantasy",Robert Eggers,2022,137,80000000,69633110,97.5,7.1,4281,7.0,265774,English,639933,tt11138512,
Ant-Man and the Wasp: Quantumania,antman and the wasp quantumania,Ant-Man and the Wasp: Quantumania,"action, adventure, science fiction",Peyton Reed,2023,125,388369742,476071180,61.6,6.3,4993,6.0,241974,English,640146,tt10954600,
Me Against You: Mr. S's Vendetta,me against you mr ss vendetta,Me contro Te: Il film - La vendetta del Signor S,"family, fantasy",Gianluca Leuzzi,2020,64,75000,9500000,10.2,8.1,466,1.7,464,Italian,640344,tt11559652,
Milea,milea,Milea: Suara dari Dilan,"drama, romance","Pidi Baiq, Fajar Bustomi",2020,99,4000172,2919471,2.8,6.2,28,6.2,797,Indonesian,642657,tt11127878,
Operation Portugal,operation portugal,Opération Portugal,comedy,Frank Cimière,2021,95,1400000,3795575,14.8,5.0,92,4.7,532,French,642684,tt10945254,
Asterix & Obelix: The Middle Kingdom,asterix  obelix the middle kingdom,Astérix & Obélix : L'Empire du Milieu,"family, comedy, adventure",Guillaume Canet,2023,112,72000000,46495349,43.1,4.9,972,5.1,11016,French,643215,tt11210390,
Willy's Wonderland,willys wonderland,Willy's Wonderland,"action, horror, comedy",Kevin Lewis,2021,88,5000000,431020,24.9,6.0,977,5.5,40725,English,643586,tt8114980,
Twist,twist,Twist,"crime, drama, action",Martin Owen,2021,92,2000000,510466,13.7,5.9,182,4.2,3162,English,644083,tt10077034,
Dampyr,dampyr,Dampyr,"horror, fantasy, action",Riccardo Chemello,2022,109,15000000,362113,24.2,6.3,145,5.4,2655,Italian,644124,tt10315050,
House of Gucci,house of gucci,House of Gucci,"history, drama, crime",Ridley Scott,2021,158,75000000,153235995,44.9,6.6,3089,6.6,164806,English,644495,tt11214590,
Street Dancer 3D,street dancer 3d,Street Dancer 3D,drama,Remo D'Souza,2020,146,9204790,12589965,7.6,6.6,37,3.7,8445,Hindi,644712,tt9648672,
Don't Look Up,dont look up,Don't Look Up,"comedy, science fiction, drama",Adam McKay,2021,138,75000000,791863,37.8,7.1,8207,7.2,624284,English,646380,tt11286314,
Scream,scream,Scream,"horror, mystery, thriller","Tyler Gillett, Matt Bettinelli-Olpin",2022,114,24000000,137743924,81.0,6.7,3301,6.3,168435,English,646385,tt11245972,
Plane,plane,Plane,"action, adventure, thriller",Jean-François Richet,2023,107,25000000,51000000,95.6,7.0,2205,6.5,86301,English,646389,tt5884796,
The Exorcism,the exorcism,The Exorcism,"horror, thriller",Joshua John Miller,2024,96,22000000,9659440,74.9,5.1,254,4.2,9726,English,646683,tt11240348,
Reagan,reagan,Reagan,"history, drama",Sean McNamara,2024,140,25000000,30107173,144.1,6.2,38,6.2,8890,English,647245,tt1723808,
The Morning After,the morning after,Belle fille,comedy,Méliane Marcaggi,2020,97,4327440,2513010,7.4,5.6,90,5.8,563,French,647745,tt10965792,
The Unbearable Weight of Massive Talent,the unbearable weight of massive talent,The Unbearable Weight of Massive Talent,"action, comedy, crime",Tom Gormican,2022,107,30000000,29116320,34.5,6.8,1989,7.0,162763,English,648579,tt11291274,
Renfield,renfield,Renfield,"comedy, horror",Chris McKay,2023,93,65000000,26874347,79.1,6.5,1610,6.4,104177,English,649609,tt11358390,
Black Raven,black raven,Чорний ворон,"drama, history, war",Taras Tkachenko,2019,110,826500,146000,2.0,7.0,13,7.3,649,Ukrainian,650415,tt11386020,
Bye Bye Morons,bye bye morons,Adieu les cons,"comedy, drama",Albert Dupontel,2020,87,9700000,16955173,8.4,7.2,856,6.7,7216,French,651881,tt10196398,
The Wolf of Snow Hollow,the wolf of snow hollow,The Wolf of Snow Hollow,"horror, thriller",Jim Cummings,2020,84,2000000,239828,19.1,6.1,418,6.2,25766,English,652004,tt11140488,
Kingdom of the Planet of the Apes,kingdom of the planet of the apes,Kingdom of the Planet of the Apes,"science fiction, adventure, action",Wes Ball,2024,145,160000000,397378150,296.5,7.1,3267,6.9,137583,English,653346,tt11389872,
Devotion,devotion,Devotion,"war, drama, action",J.D. Dillard,2022,139,90000000,20000000,26.2,7.1,688,6.6,29590,English,653851,tt7693316,
Eiffel,eiffel,Eiffel,"romance, drama",Martin Bourboulon,2021,108,26000000,13000000,25.8,6.3,654,6.2,8068,French,655082,tt10366514,
Jackass Forever,jackass forever,Jackass Forever,"comedy, documentary",Jeff Tremaine,2022,96,10000000,80340218,13.8,6.8,769,6.8,52853,English,656663,tt11466222,
Driving Licence,driving licence,ഡ്രൈവിംഗ് ലൈസൻസ്,"drama, thriller, mystery, action",Lal Jr.,2019,135,704334,3803406,3.0,6.8,36,7.2,4261,Malayalam,656858,tt9264336,
5Gang: A Different Kind of Christmas,5gang a different kind of christmas,5Gang: Un Altfel de Crăciun,"action, comedy",Matei Dima,2019,96,1500000,1489573,4.4,8.1,106,2.0,3339,Romanian,659153,tt11529348,
Varane Avashyamund,varane avashyamund,വരനെ ആവശ്യമുണ്ട്,"comedy, family, romance",Anoop Sathyan,2020,145,587640,4139731,10.0,6.6,30,6.9,3499,Malayalam,659731,tt11531530,
The Marco Effect,the marco effect,Marco effekten,"thriller, crime",Martin Zandvliet,2021,125,8000000,39300,10.8,5.9,85,5.3,3455,Danish,659940,tt10451312,
Summer of 85,summer of 85,Été 85,"romance, drama",François Ozon,2020,101,6900000,3600000,19.0,7.4,816,6.9,14309,French,659959,tt10457128,
Lost Illusions,lost illusions,Illusions perdues,"drama, romance, history",Xavier Giannoli,2021,149,20800000,8600000,13.6,7.4,488,7.4,6774,French,660000,tt10505316,
The Worst Person in the World,the worst person in the world,Verdens verste menneske,"drama, romance, comedy",Joachim Trier,2021,128,5000000,11800000,54.8,7.5,1362,7.7,105746,Norwegian,660120,tt10370710,
Noryang: Deadly Sea,noryang deadly sea,노량: 죽음의 바다,"action, history, drama, war",Kim Han-min,2023,153,40000000,18200000,45.6,6.3,137,6.3,896,Korean,660360,tt22813112,
The Innocents,the innocents,De uskyldige,"horror, drama, fantasy",Eskil Vogt,2021,117,3400000,322000,26.4,6.9,590,7.0,26888,Norwegian,660942,tt4028464,
Malang,malang,मलंग,"romance, action, adventure, crime, thriller",Mohit Suri,2020,135,7907534,11136444,7.1,7.0,53,6.5,12498,Hindi,661043,tt9877170,
Glass Onion: A Knives Out Mystery,glass onion a knives out mystery,Glass Onion: A Knives Out Mystery,"comedy, crime, mystery",Rian Johnson,2022,140,40000000,13280000,50.9,7.1,5522,7.1,462294,English,661374,tt11564570,
La Abuela (The Grandmother),la abuela the grandmother,La abuela,"drama, horror",Paco Plaza,2022,101,3749231,1817696,15.0,5.8,443,5.9,5815,Spanish,661791,tt11807888,
Monica and Friends: Lessons,monica and friends lessons,Turma da Mônica: Lições,"family, comedy, drama, adventure",Daniel Rezende,2021,97,1900000,2100000,5.0,8.2,85,7.6,1377,Portuguese,662745,tt11674072,
Black Box,black box,Boîte noire,"mystery, thriller, drama",Yann Gozlan,2021,130,10722240,9738741,18.2,7.4,1196,7.2,16762,French,663260,tt10341034,
Terrifier 2,terrifier 2,Terrifier 2,"horror, thriller",Damien Leone,2022,138,250000,15741780,160.0,6.8,2085,6.1,67197,English,663712,tt10403420,
Riders of Justice,riders of justice,Retfærdighedens ryttere,"action, comedy, drama",Anders Thomas Jensen,2020,116,5300000,679505,15.3,7.3,843,7.5,67099,Danish,663870,tt11655202,
Shiva Baby,shiva baby,Shiva Baby,"comedy, drama",Emma Seligman,2021,78,250000,359247,20.3,7.2,605,7.1,35904,English,664300,tt11317142,
Gangubai Kathiawadi,gangubai kathiawadi,गंगूबाई काठियावाड़ी,"crime, drama, history",Sanjay Leela Bhansali,2022,157,12000000,25300000,13.7,7.4,144,7.8,63276,Hindi,664332,tt10083340,
Eileen,eileen,Eileen,thriller,William Oldroyd,2023,98,16000000,1560142,20.6,6.1,225,5.9,16173,English,664341,tt5198890,
Amsterdam,amsterdam,Amsterdam,"mystery, comedy, drama",David O. Russell,2022,134,80000000,31245810,30.5,6.1,1486,6.1,97921,English,664469,tt10304142,
Lethal Kittens,lethal kittens,Наші котики,"comedy, war",Volodymyr Tykhyy,2020,113,1200000,307143,1.6,7.9,14,7.7,1201,Ukrainian,664958,tt10735778,
Divorce Club,divorce club,Divorce Club,comedy,Michaël Youn,2020,108,9466480,5127426,9.7,5.8,237,5.4,1431,French,665488,tt9303772,
Past Lives,past lives,Past Lives,"drama, romance",Celine Song,2023,106,12000000,28126646,55.5,7.8,1680,7.8,138967,English,666277,tt13238346,
Infinity Pool,infinity pool,Infinity Pool,"horror, science fiction",Brandon Cronenberg,2023,118,4500000,5078400,22.9,6.1,773,6.0,63515,English,667216,tt10365998,
Transformers: Rise of the Beasts,transformers rise of the beasts,Transformers: Rise of the Beasts,"science fiction, adventure, action",Steven Caple Jr.,2023,127,195000000,439000000,191.2,7.3,4626,6.0,113978,English,667538,tt5090568,
Deep Sea,deep sea,深海,"animation, adventure, drama, fantasy, mystery",Tian Xiaopeng,2023,112,28700000,136090000,13.3,6.9,107,6.7,2257,Chinese,667717,tt25434854,
Thappad,thappad,थप्पड़,drama,Anubhav Sinha,2020,144,2859129,5306068,7.7,7.0,54,7.0,27156,Hindi,668435,tt10964430,
Roald Dahl's Matilda the Musical,roald dahls matilda the musical,Roald Dahl's Matilda the Musical,"family, comedy, fantasy",Matthew Warchus,2022,117,25000000,35617120,37.3,6.8,724,7.0,29953,English,668482,tt3447590,
Father There Is Only One 2,father there is only one 2,Padre no hay más que uno 2: la llegada de la suegra,"comedy, family",Santiago Segura,2020,96,4000000,14871307,26.1,7.5,543,5.6,1976,Spanish,668742,tt11506284,
The Creator,the creator,The Creator,"action, adventure, science fiction",Gareth Edwards,2023,134,80000000,104272136,53.4,7.1,3002,6.7,176295,English,670292,tt11858890,
PG: Psycho Goreman,pg psycho goreman,PG: Psycho Goreman,"science fiction, comedy, horror",Steven Kostanski,2020,95,1700000,95384,8.7,6.0,347,6.3,15790,English,670428,tt11252440,
Les Blagues de Toto,les blagues de toto,Les Blagues de Toto,comedy,Pascal Bourdiaux,2020,84,6438600,8859185,4.1,4.9,57,4.0,190,French,671047,tt10233406,
Love Mocktail,love mocktail,ಲವ್ ಮಾಕ್‌ಟೇಲ್‌,"romance, drama",Darling Krishna,2020,153,266103,665258,4.5,6.5,14,8.2,4553,Kannada,672125,tt10919132,
American Underdog,american underdog,American Underdog,"drama, family","Jon Erwin, Andrew Erwin",2021,112,25000000,26514814,12.3,7.1,339,7.1,25338,English,673309,tt11729298,
Mean Girls,mean girls,Mean Girls,comedy,"Arturo Perez Jr., Samantha Jayne",2024,113,36000000,104573204,57.7,5.9,541,5.6,34916,English,673593,tt11762114,
The Banshees of Inisherin,the banshees of inisherin,The Banshees of Inisherin,"drama, comedy",Martin McDonagh,2022,114,20000000,49300000,19.7,7.5,2744,7.7,268543,English,674324,tt11813216,
Sonic the Hedgehog 2,sonic the hedgehog 2,Sonic the Hedgehog 2,"action, adventure, family, comedy",Jeff Fowler,2022,123,110000000,405421518,196.1,7.5,4988,6.5,93704,English,675353,tt12412888,
PAW Patrol: The Movie,paw patrol the movie,PAW Patrol: The Movie,"animation, family, adventure, comedy",Cal Brunker,2021,86,26000000,144327371,53.6,7.4,1211,6.1,8785,English,675445,tt11832046,
"Tad, the Lost Explorer and the Emerald Tablet",tad the lost explorer and the emerald tablet,Tadeo Jones 3: La Tabla Esmeralda,"animation, adventure, family, comedy, fantasy",Enrique Gato,2022,89,11983950,32800000,36.5,7.5,302,6.0,2213,Spanish,676701,tt14941698,
The Amazing Maurice,the amazing maurice,The Amazing Maurice,"animation, adventure, comedy, family, fantasy",Toby Genkel,2022,93,17000000,21110363,26.5,6.8,149,6.2,5943,English,676710,tt10473036,
The Inventor,the inventor,The Inventor,"animation, drama, family, history","Jim Capobianco, Pierre-Luc Granjon",2023,92,10000000,2037563,14.1,6.3,17,5.7,739,English,676727,tt5822848,
Creed III,creed iii,Creed III,"drama, action",Michael B. Jordan,2023,116,75000000,275300000,96.1,7.1,2493,6.7,97594,English,677179,tt11145118,
Sound of Freedom,sound of freedom,Sound of Freedom,"action, drama",Alejandro Monteverde,2023,131,14500000,250600000,48.3,8.0,2408,7.6,125235,English,678512,tt7599146,
Flee,flee,Flugt,"documentary, animation",Jonas Poher Rasmussen,2021,89,3400000,712229,12.1,7.8,357,7.9,20111,Danish,680813,tt8430054,
Cosmic Sin,cosmic sin,Cosmic Sin,"science fiction, action, adventure",Edward Drake,2021,88,20000000,349757,21.9,4.0,543,2.5,15429,English,681887,tt11762434,
Where the Crawdads Sing,where the crawdads sing,Where the Crawdads Sing,"drama, mystery, romance",Olivia Newman,2022,126,24000000,144353965,26.9,7.6,1786,7.2,139692,English,682507,tt9411972,
Shortcut,shortcut,Shortcut,"horror, adventure, fantasy",Alessio Liguori,2020,80,1400000,769563,24.1,5.4,113,4.1,1897,English,684684,tt8960138,
Occupation: Rainfall,occupation rainfall,Occupation: Rainfall,"science fiction, action",Luke Sparke,2020,128,25000000,331091,11.2,6.2,235,4.7,15637,English,688258,tt8615822,
Midnight in the Switchgrass,midnight in the switchgrass,Midnight in the Switchgrass,"crime, mystery, thriller, action",Randall Emmett,2021,99,15000000,229811,22.1,5.9,419,4.6,10490,English,693113,tt11656220,
Dune: Part Two,dune part two,Dune: Part Two,"science fiction, adventure",Denis Villeneuve,2024,167,190000000,714444358,236.6,8.1,5697,8.5,556418,English,693134,tt15239678,
Lansky,lansky,Lansky,"crime, drama, thriller",Eytan Rockaway,2021,119,5000000,136579,20.8,6.1,137,6.2,10627,English,693827,tt5078852,
Roohi,roohi,रूही,"horror, comedy",Hardik Mehta,2021,134,2400000,3600000,13.0,4.4,27,4.3,11213,Hindi,694103,tt10098288,
Money Plane,money plane,Money Plane,"action, crime, thriller",Andrew Lawrence,2020,82,568443,618,8.0,5.7,279,3.2,5810,English,694919,tt7286966,
The Hunger Games: The Ballad of Songbirds & Snakes,the hunger games the ballad of songbirds  snakes,The Hunger Games: The Ballad of Songbirds & Snakes,"drama, science fiction, action",Francis Lawrence,2023,157,100000000,337371917,85.4,7.1,2735,6.7,147645,English,695721,tt10545296,
Bhool Bhulaiyaa 2,bhool bhulaiyaa 2,भूल भुलैया 2,"horror, comedy",Anees Bazmee,2022,143,8400000,32000000,25.2,6.3,67,5.7,34500,Hindi,695962,tt6455162,
Whitney Houston: I Wanna Dance with Somebody,whitney houston i wanna dance with somebody,Whitney Houston: I Wanna Dance with Somebody,"music, history, drama",Kasi Lemmons,2022,144,50000000,59800000,12.6,7.1,425,6.6,24695,English,696157,tt12193804,
Il regno,il regno,Il regno,comedy,Francesco Fanuele,2020,95,800000,2880,4.3,5.6,65,5.5,300,Italian,696826,tt9334814,
Redeeming Love,redeeming love,Redeeming Love,"romance, drama, western",D. J. Caruso,2022,134,30000000,9500000,55.8,7.9,531,6.7,16365,English,698508,tt11365186,
Transformers One,transformers one,Transformers One,"animation, science fiction, adventure, family",Josh Cooley,2024,104,75000000,128888103,725.8,8.1,844,7.6,36094,English,698687,tt8864596,
65,65,65,"action, adventure, science fiction","Scott Beck, Bryan Woods",2023,92,45000000,55000000,38.2,6.0,2372,5.4,94948,English,700391,tt12261776,
"Sí, Mi Amor",sí mi amor,"Sí, mi amor","comedy, family, romance",Pedro Flores Maldonado,2020,107,5000,5000,3.8,6.9,41,3.9,224,Spanish,701062,tt11734696,
Bigfoot Family,bigfoot family,Bigfoot Family,"animation, adventure, family","Ben Stassen, Jérémie Degruson",2020,97,17520000,10855626,18.6,7.1,198,5.8,3733,English,702525,tt9204164,
Party of Fools,party of fools,Captives,"drama, history, thriller",Arnaud des Pallières,2024,122,6000000,703176,4.8,5.8,23,5.3,187,French,712022,tt13482796,
Sweat,sweat,Sweat,"drama, thriller",Magnus von Horn,2021,107,1619835,11546,7.1,6.3,84,6.6,4025,Polish,712121,tt12443946,
The Summit of the Gods,the summit of the gods,Le Sommet des dieux,"animation, adventure, mystery",Patrick Imbert,2021,95,9850000,1756552,16.0,7.8,339,7.5,9213,French,712454,tt7014378,
Evil Dead Rise,evil dead rise,Evil Dead Rise,"horror, thriller",Lee Cronin,2023,96,15000000,146700000,68.5,6.9,3092,6.5,150467,English,713704,tt13345606,
Serial (Bad) Weddings 3,serial bad weddings 3,Qu'est-ce qu'on a tous fait au Bon Dieu ?,"romance, comedy",Philippe de Chauveron,2021,97,22000000,27832384,14.8,6.3,360,6.1,4179,French,714869,tt10405142,
"Argentina, 1985",argentina 1985,"Argentina, 1985","drama, history, crime",Santiago Mitre,2022,141,20000000,58424000,10.3,7.9,620,7.6,32834,Spanish,714888,tt15301048,
No Dogs or Italians Allowed,no dogs or italians allowed,Interdit aux chiens et aux Italiens,"animation, drama, family, history",Alain Ughetto,2023,70,5,1395922,12.0,7.5,118,7.3,2135,French,715385,tt12826598,
Spencer,spencer,Spencer,"drama, history",Pablo Larraín,2021,117,18000000,14000000,21.0,6.8,1626,6.5,78435,English,716612,tt12536294,
Jeepers Creepers: Reborn,jeepers creepers reborn,Jeepers Creepers: Reborn,"horror, thriller, mystery",Timo Vuorensola,2022,88,5000000,6175213,54.7,5.4,971,2.6,15450,English,717728,tt14121726,
Kandahar,kandahar,Kandahar,"action, thriller",Ric Roman Waugh,2023,119,30000000,9400000,44.7,6.8,1024,6.1,38448,English,717930,tt5761544,
Licorice Pizza,licorice pizza,Licorice Pizza,"drama, comedy, romance",Paul Thomas Anderson,2021,133,40000000,33276075,21.6,7.0,2221,7.1,144106,English,718032,tt11271038,
Lightyear,lightyear,Lightyear,"animation, science fiction, family, adventure",Angus MacLane,2022,105,200000000,226400000,53.3,7.0,3425,6.1,128140,English,718789,tt10298810,
Twisters,twisters,Twisters,"thriller, action",Lee Isaac Chung,2024,123,155000000,370962265,234.0,6.9,1908,6.5,134005,English,718821,tt12584954,
A Nice Girl Like You,a nice girl like you,A Nice Girl Like You,"comedy, romance","Nick Riedell, Chris Riedell",2020,94,6100000,769234,11.3,5.7,334,5.2,7964,English,718840,tt3278540,
Bullet Train,bullet train,Bullet Train,"action, comedy, thriller",David Leitch,2022,126,90000000,239300000,115.0,7.4,6196,7.3,470256,English,718930,tt12593682,
Tarot,tarot,Tarot,horror,"Anna Halberg, Spenser Cohen",2024,92,8000000,49256239,107.4,6.6,1023,4.8,27583,English,719221,tt14088510,
Jesus Revolution,jesus revolution,Jesus Revolution,"drama, history","Brent McCorkle, Jon Erwin",2023,120,15000000,52300000,13.4,6.7,132,7.1,14959,English,719256,tt10098448,
Tiger 3,tiger 3,Tiger 3,"action, adventure, thriller",Maneesh Sharma,2023,155,38000000,47000000,25.4,5.8,42,5.7,54441,Hindi,720557,tt18411490,
Songbird,songbird,Songbird,"science fiction, thriller",Adam Mason,2020,85,2500000,1000000,23.6,6.2,736,4.8,11950,English,721625,tt12592252,
Host,host,Host,"horror, mystery",Rob Savage,2020,57,100000,443807,33.4,6.5,933,6.5,43000,English,723072,tt12749596,
The Woman King,the woman king,The Woman King,"action, drama, history",Gina Prince-Bythewood,2022,135,50000000,97300000,47.2,7.7,2031,6.9,77303,English,724495,tt8093700,
"Confess, Fletch",confess fletch,"Confess, Fletch","comedy, mystery, crime",Greg Mottola,2022,99,20000000,500000,7.5,6.3,290,6.4,24585,English,724665,tt12718300,
The Gray Man,the gray man,The Gray Man,"action, thriller","Anthony Russo, Joe Russo",2022,129,200000000,454023,38.7,7.0,3626,6.5,250534,English,725201,tt1649418,
Project Silence,project silence,탈출: 프로젝트 사일런스,"action, thriller, horror, science fiction",Kim Tae-gon,2024,96,14750000,6283415,314.4,7.0,236,5.5,2232,Korean,726139,tt25808194,
Irati,irati,Irati,"drama, adventure, fantasy",Paul Urkijo Alijo,2023,112,4300000,1036926,13.6,6.6,84,6.2,1773,Basque,726274,tt15734582,
Cats & Dogs 3: Paws Unite,cats  dogs 3 paws unite,Cats & Dogs 3: Paws Unite,"family, comedy, action",Sean McNamara,2020,84,17000000,4200000,16.8,6.2,203,3.8,1264,English,726739,tt12745164,
Preparations to Be Together for an Unknown Period of Time,preparations to be together for an unknown period of time,Felkészülés meghatározatlan ideig tartó együttlétre,drama,Lili Horvát,2020,95,1000000,117368,4.0,6.3,33,6.5,2859,Hungarian,727002,tt12564514,
Hunt,hunt,헌트,"action, mystery, drama",Lee Jung-jae,2022,131,17000000,25994,16.5,6.7,165,6.7,6104,Korean,727340,tt6931658,
"Quo Vadis, Aida?",quo vadis aida,"Quo Vadis, Aida?","war, drama, history",Jasmila Žbanić,2021,104,4750000,813253,18.1,7.6,384,8.0,39648,Serbian,728118,tt8633462,
Cyrano,cyrano,Cyrano,"drama, romance",Joe Wright,2021,122,20000000,3000000,12.7,6.4,293,6.4,15386,English,730047,tt12889404,
Guest from the Future,guest from the future,Сто лет тому вперёд,"science fiction, adventure, family",Alexander Andryuschenko,2024,141,9700000,17757554,6.3,7.6,35,6.0,935,Russian,732698,tt23789874,
It's me against you - The mystery of the spellbound school,its me against you  the mystery of the spellbound school,Me contro Te: Il film - Il mistero della scuola incantata,"family, fantasy",Gianluca Leuzzi,2021,63,4180000,5606810,7.0,8.4,73,2.2,153,Italian,733982,tt14146688,
The Peasants,the peasants,Chłopi,"drama, history, animation","DK Welchman, Hugh Welchman",2023,115,7475000,9811169,29.1,7.8,108,7.6,7126,Polish,734002,tt10651230,
Adipurush,adipurush,आदिपुरुष,"action, adventure, fantasy",Om Raut,2023,179,63000000,54300000,29.1,5.2,82,2.7,134723,Hindi,734253,tt12915716,
Incredible but True,incredible but true,Incroyable mais vrai,"comedy, drama, fantasy, mystery",Quentin Dupieux,2022,74,4340000,2329813,12.3,6.0,371,6.4,5059,French,735697,tt13145534,
Operation Fortune: Ruse de Guerre,operation fortune ruse de guerre,Operation Fortune: Ruse de Guerre,"action, thriller, comedy, adventure",Guy Ritchie,2023,113,50000000,37800000,52.8,6.5,1510,6.3,96028,English,739405,tt7985704,
Vikram,vikram,விக்ரம்,"action, crime, thriller",Lokesh Kanagaraj,2022,174,15354648,54172014,14.6,7.6,115,8.3,78420,Tamil,743563,tt9179430,
After We Fell,after we fell,After We Fell,"romance, drama",Castille Landon,2021,99,14000000,21800000,99.7,7.1,2562,4.8,21737,English,744275,tt13069986,
After Ever Happy,after ever happy,After Ever Happy,"romance, drama",Castille Landon,2022,95,14000000,19200000,80.7,6.8,1212,4.7,12616,English,744276,tt13070038,
White Noise,white noise,White Noise,"comedy, drama",Noah Baumbach,2022,136,100000000,71476,13.8,5.6,665,5.7,45677,English,744594,tt6160448,
Delicious,delicious,Délicieux,"history, comedy, drama",Éric Besnard,2021,112,5000000,8356097,13.1,6.9,260,7.0,6216,French,745611,tt10738536,
The Fall Guy,the fall guy,The Fall Guy,"action, comedy, romance",David Leitch,2024,127,125000000,181073291,109.1,7.1,2412,6.9,181801,English,746036,tt1684562,
Asteroid City,asteroid city,Asteroid City,"comedy, drama",Wes Anderson,2023,105,25000000,47281670,22.4,6.5,1865,6.5,124575,English,747188,tt14230388,
One Way,one way,One Way,"action, crime, thriller",Andrew Baird,2022,96,5000000,30272,11.8,5.9,128,4.1,1970,English,747803,tt13075730,
It's a Summer Film!,its a summer film,サマーフィルムにのって,"comedy, drama, romance, science fiction",Soushi Matsumoto,2021,98,98,149755,6.1,7.4,48,6.8,1301,Japanese,747983,tt14625190,
