title,clean_title,original_title,genres,director,release_year,runtime,budget,revenue,popularity,tmdb_rating,tmdb_votes,imdb_rating,imdb_votes,language,tmdb_id,imdb_id,topics,doesthedog_id
Snake Eyes: G.I. Joe Origins,snake eyes gi joe origins,Snake Eyes: G.I. Joe Origins,"action, adventure",Robert Schwentke,2021,121,88000000,36964325,41.8,6.5,1545,5.4,45760,English,568620,tt8404256,252,855456
Spider-Man: Across the Spider-Verse,spiderman across the spiderverse,Spider-Man: Across the Spider-Verse,"animation, action, adventure, science fiction","Joaquim Dos Santos, Justin K. Thompson, Kemp Powers",2023,140,100000000,690897910,302.0,8.4,7035,8.6,420987,English,569094,tt9362722,"165,167,168,181,184,188,190,198,208,213,232,235,237,242,243,245,263,265,266,269,271,274,289,298,311,312,313,318,321,334,335,336,339,341,363,366",844187
The Invisible Man,the invisible man,The Invisible Man,"thriller, science fiction, horror",Leigh Whannell,2020,124,7000000,144492724,83.4,7.1,5691,7.1,265106,English,570670,tt1051906,"161,167,176,177,182,184,187,188,190,192,193,199,203,218,219,220,229,232,235,237,242,243,245,255,256,265,266,269,274,281,286,290,295,298,299,309,311,312,313,318,321,326,328,336,339,342,343,348,350,355,361,362,366",22769
Come Play,come play,Come Play,"horror, mystery, thriller",Jacob Chase,2020,96,9000000,8119285,19.7,6.4,667,5.8,18933,English,571384,tt8004664,,1212848
Valhalla,valhalla,Valhalla,"adventure, fantasy",Fenar Ahmad,2019,105,5256817,70821,13.4,5.2,129,5.2,3797,Danish,571655,tt8956872,,49894
Race to Freedom: Um Bok-dong,race to freedom um bokdong,자전차왕 엄복동,drama,Kim Yoo-sung,2019,116,12547000,1091477,4.6,6.7,16,5.8,179,Korean,571783,tt9764654,,
EXIT,exit,엑시트,"action, comedy",Lee Sang-geun,2019,103,10892000,69501772,19.2,7.6,246,7.0,7898,Korean,572164,tt10648440,"176,177,184,187,188,199,203,227,232,233,237,242,274,286,296,298",238094
Aquaman and the Lost Kingdom,aquaman and the lost kingdom,Aquaman and the Lost Kingdom,"action, adventure, fantasy",James Wan,2023,124,205000000,439381226,99.6,6.7,2819,5.6,100512,English,572802,tt9663764,"161,164,167,177,181,187,188,189,199,203,211,213,218,224,228,229,232,243,250,252,253,261,266,268,274,284,290,298,305,308,311,328,335,337,339,343,345,346,352,356,366,369",1069984
The Goya Murders,the goya murders,El asesino de los caprichos,"drama, thriller",Gerardo Herrero,2019,96,2700000,443038,5.6,5.0,70,4.8,1039,Spanish,573150,tt9173002,,73276
An Egg Rescue,an egg rescue,Un rescate de huevitos,"animation, comedy, adventure, family","Rodolfo Riva Palacio Alatriste, Gabriel Riva Palacio Alatriste",2021,89,6400000,4093345,23.3,7.8,404,5.2,332,Spanish,573164,tt8049994,,
Bad Boys: Ride or Die,bad boys ride or die,Bad Boys: Ride or Die,"action, comedy","Adil El Arbi, Bilall Fallah",2024,115,100000000,404516167,370.3,7.5,2420,6.6,84530,English,573435,tt4919268,"167,171,181,184,188,192,198,203,229,232,235,242,243,245,256,265,269,273,274,290,298,309,311,318,322,332,335,336,339,343,345,352,356,360,361,366",1072498
Strike,strike,Strike,"family, comedy, adventure, animation",Trevor Hardy,2019,95,16800000,24743,3.5,6.0,19,5.3,251,English,573438,tt8483272,"177,182,193,195,197,199,201,217,218,225,242,259,262,287,298,299,326,336",11420
White Snake,white snake,白蛇: 缘起,"romance, animation, fantasy","Zhao Ji, Amp Wong",2019,99,11936735,61631776,22.6,7.7,467,7.0,5639,Chinese,573699,tt9288776,229,25055
Gunpowder Milkshake,gunpowder milkshake,Gunpowder Milkshake,"action, crime, thriller",Navot Papushado,2021,114,30000000,1015760,18.2,6.3,1004,6.1,52886,English,574060,tt8368408,"164,167,168,171,177,181,184,188,190,192,193,194,200,202,208,210,216,223,227,232,234,243,245,250,255,267,269,274,281,282,289,290,293,299,309,311,313,328,331,335,342,343,352,361,366",520420
Only the Animals,only the animals,Seules les Bêtes,"drama, crime",Dominik Moll,2019,116,5000000,878668,13.4,6.7,273,7.1,8225,French,574321,tt10409498,"153,180,182,187,188,194,197,201,202,211,222,229,232,241,245,252,263,285",45794
I Can Quit Whenever I Want,i can quit whenever i want,Lo dejo cuando quiera,comedy,Carlos Therón,2019,98,4833490,11788968,8.4,6.3,165,5.6,2010,Spanish,574370,tt8806768,,23616
Eye for an Eye,eye for an eye,Quien a hierro mata,"drama, thriller, crime",Paco Plaza,2019,107,3328289,2407571,9.3,6.7,303,6.6,8983,Spanish,574376,tt7967412,"158,182,218,229,232,255,287,292",9541
The Hero,the hero,Герой,"action, crime, drama",Karen Oganesyan,2019,120,4065470,2889720,5.6,6.0,69,4.7,3597,Russian,575075,tt10329842,,772134
One Second,one second,一秒钟,"drama, history",Zhang Yimou,2020,104,1250000,10791301,8.1,7.4,93,7.1,3029,Chinese,575089,tt8959680,,156169
Abigail,abigail,Abigail,"adventure, fantasy, mystery",Aleksandr Boguslavskiy,2019,110,7000000,1940234,13.9,6.1,225,4.8,4680,English,575094,tt7025388,"161,164,181,188,189,190,193,201,203,216,218,224,225,230,232,237,242,243,245,250,252,254,255,267,269,271,274,290,293,296,298,299,304,305,309,311,318,322,328,330,331,339,343,352,360,361,362,366",1071827
The Watchman,the watchman,Сторож,"drama, thriller",Yury Bykov,2019,106,860000,53565,5.1,6.1,64,6.2,2011,Russian,575184,tt10310222,,1185054
Mission: Impossible - Dead Reckoning Part One,mission impossible  dead reckoning part one,Mission: Impossible - Dead Reckoning Part One,"action, adventure",Christopher McQuarrie,2023,164,291000000,567535383,129.8,7.5,3824,7.7,270486,English,575264,tt9603212,"167,171,181,182,184,188,191,202,208,227,232,235,242,245,255,269,271,274,281,289,298,299,309,311,318,321,328,334,335,339,342,343,352,356,366",1029933
Project Gemini,project gemini,Звёздный разум,"science fiction, horror",Serik Beyseu,2022,98,6000000,211674,38.7,5.8,443,3.5,4402,English,575322,tt5656994,,199447
Odessa,odessa,Одесса,"comedy, romance, drama",Valery Todorovsky,2019,130,5000000,4000000,1.8,5.9,15,6.3,605,Russian,575359,tt10140922,,911917
Mama Weed,mama weed,La Daronne,"crime, drama, comedy",Jean-Paul Salomé,2020,104,5080800,5460628,9.6,5.8,264,6.3,3717,French,575463,tt9288726,,
Secret Zoo,secret zoo,해치지않아,"comedy, drama",Son Jae-gon,2020,117,8100000,8300000,10.8,6.2,63,6.1,1944,Korean,575718,tt11566164,,33010
4x4,4x4,4x4,thriller,Mariano Cohn,2019,87,3000000,1292773,10.5,6.4,118,5.7,2579,Spanish,575769,tt8561690,,115457
Son of a Rich,son of a rich,Холоп,comedy,Klim Shipenko,2019,109,2600000,50803834,11.5,6.9,167,6.6,5767,Russian,575828,tt11418452,,362847
Unplanned,unplanned,Unplanned,drama,"Cary Solomon, Chuck Konzelman",2019,109,6000000,21600000,10.5,7.0,202,5.5,14867,English,576071,tt9024106,"188,190,192,201,212,228,235,238,241,266,267,274,316",18117
Last Night in Soho,last night in soho,Last Night in Soho,"horror, mystery, thriller",Edgar Wright,2021,116,43000000,22957625,20.4,7.3,3360,7.0,186268,English,576845,tt9639470,"161,164,167,168,177,180,181,182,184,187,188,190,193,197,199,201,202,203,204,207,208,212,219,223,225,235,237,241,242,243,244,245,255,260,263,265,269,271,274,275,276,277,286,290,292,295,296,298,299,304,309,311,313,318,326,328,334,336,339,342,343,348,352,360,361,363,366,367,370",129643
(UN)Ideal Man,unideal man,(НЕ)идеальный мужчина,"comedy, science fiction, romance",Marius Weisberg,2020,89,1839363,8613317,2.3,5.3,23,3.3,851,Russian,576987,tt10818092,,
The Ninth,the ninth,Девятая,"mystery, thriller, crime, horror",Nikolay Khomeriki,2019,99,7000000,958558,7.1,6.4,117,5.4,1282,Russian,577028,tt11253526,,54389
Kaamelott: The First Chapter,kaamelott the first chapter,Kaamelott - Premier volet,"adventure, fantasy, comedy",Alexandre Astier,2021,120,17516235,19002036,19.7,6.6,677,6.1,4208,French,577242,tt9844322,,
Kabir Singh,kabir singh,कबीर सिंह,"drama, romance",Sandeep Reddy Vanga,2019,172,8751000,55478164,15.4,6.5,132,7.0,42085,Hindi,577328,tt8983202,"193,203,225,230",195246
Tenet,tenet,Tenet,"action, thriller, science fiction",Christopher Nolan,2020,150,205000000,365304105,58.5,7.2,9850,7.3,613798,English,577922,tt6723592,"161,168,180,181,184,188,190,191,192,198,202,203,204,210,216,219,221,232,237,243,245,255,269,274,277,286,288,289,311,327,329,335,339,343,366,367",751922
Dilan 1991,dilan 1991,Dilan 1991,"drama, romance","Fajar Bustomi, Pidi Baiq",2019,118,675808,4856894,3.8,7.2,23,6.5,1443,Indonesian,577970,tt9648942,,135364
Black and Blue,black and blue,Black and Blue,"action, crime, drama, thriller",Deon Taylor,2019,109,12000000,22741061,17.7,6.8,847,6.4,27565,English,578189,tt7390646,245,29263
Those Who Wish Me Dead,those who wish me dead,Those Who Wish Me Dead,"thriller, action",Taylor Sheridan,2021,100,20000000,23384502,32.2,6.7,1627,6.0,74710,English,578701,tt3215824,"158,161,164,168,184,188,208,213,225,232,242,243,265,269,274,289,290,311,313,335,366",222713
Reminiscence,reminiscence,Reminiscence,"mystery, science fiction",Lisa Joy,2021,116,68000000,18717947,23.6,6.6,1756,5.9,67912,English,579047,tt3272066,"203,219,230",523446
The King of Staten Island,the king of staten island,The King of Staten Island,"comedy, drama",Judd Apatow,2020,137,35000000,2200000,45.2,7.0,994,7.1,78592,English,579583,tt9686708,"168,180,184,192,193,197,201,212,225,230,232,233,251,263,313",95203
RRR,rrr,రౌద్రం రణం రుధిరం,"drama, action",S. S. Rajamouli,2022,185,69000000,160000000,54.5,7.7,1307,7.8,173666,Telugu,579974,tt8178634,"158,164,167,168,171,177,180,184,187,188,189,202,203,208,211,212,214,216,218,229,232,243,245,250,252,255,267,269,274,289,298,311,313,335",768583
Another Round,another round,Druk,"comedy, drama",Thomas Vinterberg,2020,117,5150000,21700000,16.9,7.6,3247,7.7,204922,Danish,580175,tt10288566,"176,180,181,187,188,191,197,201,225,230,235,241,257,261,266,274,286,298,311,328,335,348,355,363",524101
Venom: Let There Be Carnage,venom let there be carnage,Venom: Let There Be Carnage,"science fiction, action, adventure",Andy Serkis,2021,97,110000000,506863592,341.1,6.8,10268,5.9,276279,English,580489,tt7097896,"164,165,167,168,184,188,189,190,192,193,199,200,201,203,210,211,213,216,218,219,220,227,232,235,243,245,252,254,255,260,263,265,269,271,274,286,290,296,298,299,304,305,311,313,322,330,331,335,342,343,345,346,350",821628
Astro Kid,astro kid,"Terra Willy, planète inconnue","animation, comedy, adventure, family",Eric Tosti,2019,90,5100000,3123088,18.9,7.2,189,6.6,2439,French,580600,tt8329148,,98165
Hutsul Girl Ksenia,hutsul girl ksenia,Гуцулка Ксеня,"music, comedy, romance",Olena Demianenko,2019,90,1780456,140195,1.2,7.6,14,7.1,656,Ukrainian,580854,tt7736212,,
News of the World,news of the world,News of the World,"drama, western, adventure",Paul Greengrass,2020,118,38000000,12700000,14.6,7.0,1733,6.8,97315,English,581032,tt6878306,,803719
Ashfall,ashfall,백두산,"action, adventure, thriller","Lee Hae-jun, Kim Byung-seo",2019,128,17700000,61321941,34.8,6.8,567,6.2,6384,Korean,581387,tt11285908,"168,181,184,187,192,198,221,222,228,232,266,269,274",524769
Space Sweepers,space sweepers,승리호,"drama, fantasy, science fiction",Jo Sung-hee,2021,136,21000000,24571,30.0,7.1,1015,6.5,29493,Korean,581389,tt12838766,,754416
Peninsula,peninsula,반도,"horror, action, thriller",Yeon Sang-ho,2020,115,17000000,42698327,44.4,6.8,2359,5.5,39506,Korean,581392,tt8850222,"158,167,168,180,181,184,188,200,203,208,223,227,232,235,237,243,245,253,254,255,366",43514
Deliver Us from Evil,deliver us from evil,다만 악에서 구하소서,"crime, action, drama",Hong Won-chan,2020,108,12000000,34662454,9.0,6.9,192,6.8,6659,Korean,581526,tt12763920,"158,161,165,167,168,171,177,180,182,186,187,188,189,192,193,197,199,203,208,211,213,214,216,218,219,220,224,225,229,230,232,235,243,252,256,263,266,274,285,332,343",9341
"The Gangster, the Cop, the Devil",the gangster the cop the devil,악인전,"crime, action, thriller",Lee Won-tae,2019,110,6500000,25775371,58.3,7.8,1139,7.0,26342,Korean,581528,tt10208198,"158,168,171,176,177,184,203,210,216",199929
Nomadland,nomadland,Nomadland,drama,Chloé Zhao,2021,108,5000000,39458207,22.3,7.2,2957,7.3,188898,English,581734,tt9770150,"176,192,204,214,230,252,261,265,266,270,279,311,327,332,335,354,363",524968
Promising Young Woman,promising young woman,Promising Young Woman,"thriller, crime, drama",Emerald Fennell,2020,113,10000000,20379604,23.2,7.4,3213,7.5,219392,English,582014,tt9620292,"167,180,182,187,188,192,193,197,203,212,213,222,225,235,237,241,242,243,245,262,263,265,269,274,276,281,290,297,298,299,303,309,311,318,326,328,336,342,348,352,360,366,367",55454
"Oh, Ramona!",oh ramona,"Oh, Ramona!","comedy, romance",Cristina Jacob,2019,109,2800000,1200582,18.4,5.7,398,4.8,9737,English,582186,tt7200946,"176,188,193,197,219,225,230,241,274,276,277,292",26418
The Best Is Yet to Come,the best is yet to come,Le Meilleur reste à venir,"comedy, drama","Matthieu Delaporte, Alexandre de La Patellière",2019,117,13000000,7201952,8.0,6.8,291,6.7,2531,French,582206,tt9284430,,219239
Martin Eden,martin eden,Martin Eden,"romance, drama",Pietro Marcello,2019,129,3800000,1681545,8.9,7.0,652,7.0,8012,Italian,582873,tt4516162,,60625
Judas and the Black Messiah,judas and the black messiah,Judas and the Black Messiah,"drama, history",Shaka King,2021,126,26000000,6416063,35.7,7.3,1507,7.4,93441,English,583406,tt9784798,"167,168,187,188,192,193,201,203,212,222,232,234,235,237,251,266,274,298,299",751059
Hotel Transylvania: Transformania,hotel transylvania transformania,Hotel Transylvania: Transformania,"animation, comedy, family, adventure, fantasy","Derek Drymon, Jennifer Kluska",2022,92,75000000,18500000,82.6,7.1,2760,6.0,41871,English,585083,tt9848626,,
Escape Room: Tournament of Champions,escape room tournament of champions,Escape Room: Tournament of Champions,"horror, thriller, mystery",Adam Robitel,2021,88,15000000,65774490,29.2,6.5,2011,5.7,62608,English,585216,tt9844522,"164,167,168,177,181,188,198,202,203,206,211,218,222,229,232,235,237,240,242,243,245,252,253,263,265,289,295",806813
I Still Believe,i still believe,I Still Believe,"music, drama, romance","Jon Erwin, Andrew Erwin",2020,115,12000000,16069730,22.9,7.6,1164,6.5,13984,English,585244,tt9779516,201,68274
Clifford the Big Red Dog,clifford the big red dog,Clifford the Big Red Dog,"family, adventure, comedy, fantasy, animation",Walt Becker,2021,97,64000000,107347356,33.3,7.2,1722,5.9,17685,English,585245,tt2397461,"180,192,214,229,243,269,270,324",9183
Fire,fire,Огонь,"action, drama",Alexey Nuzhnyy,2020,120,7000000,12916151,11.0,8.2,161,6.5,1737,Russian,585257,tt12200256,,236784
War,war,War,"action, thriller, adventure",Siddharth Anand,2019,152,16000000,67450000,15.4,6.6,300,6.5,34539,Hindi,585268,tt7430722,"153,168,184",34113
Music,music,Music,"music, drama",Sia,2021,107,16000000,645949,10.1,5.4,147,3.2,9316,English,586101,tt7541720,"158,167,168,181,188,192,193,199,203,212,218,219,220,225,230,235,237,244,245,248,257,259,260,261,262,263,269,274,278,288,290,293,294,298,309,311,313,318,323,325,328,330,334,336,347,348,349,353,363,366",745253
The Master and Margarita,the master and margarita,Мастер и Маргарита,"drama, fantasy",Michael Lockshin,2024,157,15000000,27989335,8.6,7.0,58,7.2,3828,Russian,586353,tt14536120,,31265
Mars Express,mars express,Mars Express,"animation, science fiction, action, mystery",Jérémie Périn,2023,89,7900000,1455713,12.8,7.6,290,7.5,9315,French,586810,tt26915336,"167,177,184,186,188,189,190,193,197,201,219,222,225,230,232,242,250,252,269,285,296,299,305,309,311,328,345,352,366",527797
Les Misérables,les misérables,Les Misérables,"crime, drama, thriller",Ladj Ly,2019,104,2500000,54606372,12.2,7.6,1490,7.6,29052,French,586863,tt10199590,"158,165,167,168,171,177,180,181,182,183,187,188,189,191,192,193,194,197,201,202,203,207,210,211,212,216,218,219,222,225,229,230,232,242,245,252,261,270,274,276,286,289,292,293,298,311,313,318,326,327,328,330,335,342,343,345,348,351,360,363,366,367",10354
Father There Is Only One,father there is only one,Padre no hay más que uno,comedy,Santiago Segura,2019,95,3400000,15894372,37.8,7.7,729,6.0,3436,Spanish,587272,tt9427166,,39239
K.G.F: Chapter 2,kgf chapter 2,ಕೆ.ಜಿ.ಎಫ್: Chapter 2,"action, adventure, crime, thriller",Prashanth Neel,2022,168,13000000,90410749,33.9,7.4,144,8.2,154893,Kannada,587412,tt10698680,,114014
Kensuke's Kingdom,kensukes kingdom,Kensuke's Kingdom,"adventure, animation, drama, family","Kirk Hendry, Neil Boyle",2024,84,11000000,2919215,8.3,6.7,22,7.0,677,English,587563,tt5674658,"158,165,168,189,213,221,229,232,252,289,298,313,318,335,356",528229
Palm Springs,palm springs,Palm Springs,"comedy, romance, science fiction",Max Barbakow,2020,90,5000000,164000,30.1,7.3,3076,7.4,192863,English,587792,tt9484998,"164,176,180,184,187,188,189,193,197,198,199,201,203,208,210,216,225,230,232,241,242,252,255,269,286,290,298,301,311,318,334,341",108686
Tom & Jerry,tom  jerry,Tom & Jerry,"comedy, family, animation",Tim Story,2021,101,50000000,136536687,36.8,6.8,2435,5.3,40886,English,587807,tt1361336,,902146
The Tomorrow War,the tomorrow war,The Tomorrow War,"action, science fiction, adventure",Chris McKay,2021,138,200000000,14400000,145.7,7.5,3448,6.6,235463,English,588228,tt9777666,"158,161,164,167,168,177,181,183,184,187,188,189,190,191,192,198,199,202,204,208,211,216,227,229,232,234,235,242,250,252,255,260,265,267,274,288,289,293,296,298,311,313,322,328,335,336,339,352,353",151024
Turkish Ice Cream,turkish ice cream,Türk İşi Dondurma,"history, drama, war",Can Ulkay,2019,120,3000000,1289283,4.4,5.9,36,6.4,5417,Turkish,588459,tt9034290,,51484
Dragonkeeper,dragonkeeper,Dragonkeeper,"action, adventure, animation, family, fantasy","Salvador Simó, Jian-Ping Li",2024,99,25600000,6206231,164.3,7.6,148,5.7,1350,Chinese,588648,tt7093904,196,528841
AINBO: Spirit of the Amazon,ainbo spirit of the amazon,AINBO: Spirit of the Amazon,"adventure, animation, family, fantasy","Richard Claus, José Zelada",2021,84,10000000,10237061,17.5,7.0,430,4.9,2363,English,588921,tt6570098,,
The Photograph,the photograph,The Photograph,"drama, romance",Stella Meghie,2020,106,16000000,20690779,12.5,6.4,204,6.1,6328,English,589049,tt7798646,,22858
The Last Warrior: Root of Evil,the last warrior root of evil,Последний богатырь: Корень зла,"fantasy, adventure, comedy",Dmitriy Dyachenko,2020,120,8400000,27658331,29.0,6.9,172,5.9,1550,Russian,589754,tt13606158,,
The Nutcracker and the Magic Flute,the nutcracker and the magic flute,Щелкунчик и Волшебная Флейта,"animation, family, fantasy","Viktor Glukhushin, Georgy Gitis",2022,88,3800000,3562423,7.0,6.5,38,5.3,277,Russian,589759,tt11006950,,
Chernobyl: Abyss,chernobyl abyss,Чернобыль,"drama, history, adventure, action, fantasy, mystery",Danila Kozlovsky,2021,136,9100000,6459306,33.9,6.2,498,5.2,10817,Russian,589761,tt10648714,,25034
Love and Monsters,love and monsters,Love and Monsters,"comedy, action, adventure",Michael Matthews,2020,109,30000000,1122066,30.4,7.3,4006,6.9,149907,English,590223,tt2222042,,20467
Jiu Jitsu,jiu jitsu,Jiu Jitsu,"action, science fiction, fantasy",Dimitri Logothetis,2020,102,23000000,99924,18.8,4.8,605,2.9,10736,English,590706,tt9624766,,529999
The Craft: Legacy,the craft legacy,The Craft: Legacy,"horror, drama, fantasy",Zoe Lister-Jones,2020,94,18000000,2300000,25.4,6.1,802,4.6,17397,English,590995,tt4685762,"158,161,164,167,168,176,187,188,192,194,197,212,214,218,219,220,235,237,243,257,274,358",720767
Mardaani 2,mardaani 2,मर्दानी 2,"action, crime, thriller",Gopi Puthran,2019,103,2800000,8680109,11.5,7.1,65,7.3,10604,Hindi,591101,tt5668770,,1102550
The Pirates: The Last Royal Treasure,the pirates the last royal treasure,해적: 도깨비 깃발,"action, adventure, comedy, fantasy",Kim Joung-hoon,2022,126,19597380,10247262,31.8,6.5,187,6.1,4915,Korean,591120,tt17491040,,
Kalashnikov AK-47,kalashnikov ak47,Калашников,"war, history, drama",Konstantin Buslov,2020,105,3500000,1593464,12.6,7.4,291,6.6,5168,Russian,592279,tt11547520,,
Don't Stop Me Now,dont stop me now,Ma cosa ci dice il cervello,comedy,Riccardo Milani,2019,102,8000000,5000000,7.0,6.4,362,5.9,1538,Italian,592336,tt9260446,,148797
Sooryavanshi,sooryavanshi,सूर्यवंशी,"action, crime, thriller",Rohit Shetty,2021,145,13000000,35000000,24.8,5.8,155,5.9,79817,Hindi,592508,tt9531772,,180629
Pleasure,pleasure,Pleasure,drama,Ninja Thyberg,2021,108,1800000,393824,363.6,6.2,547,6.3,23893,Swedish,592695,tt8550054,"167,176,177,180,181,182,190,193,197,201,203,222,225,230,235,237,245,274,276,277,279,290,292,295,297,304,309,326,360",681057
Megalopolis,megalopolis,Megalopolis,"science fiction, drama",Francis Ford Coppola,2024,138,120000000,13736293,186.0,5.5,489,4.8,26222,English,592831,tt10128846,"167,174,180,188,191,193,197,200,216,225,230,232,236,239,241,242,256,262,265,266,270,276,277,278,279,283,286,287,290,298,311,318,326,328,334,339,341,348,356",1111653
My Spy,my spy,My Spy,"family, action, comedy",Peter Segal,2020,99,18000000,10200000,34.0,6.9,1235,6.4,38449,English,592834,tt8242084,"189,201,229,242,243",25274
Respect,respect,Respect,"drama, music, history",Liesl Tommy,2021,145,55000000,31217372,9.8,6.8,406,6.6,18338,English,592863,tt2452150,"168,182,218,219,225,230,251,277,320",152138
Diabolik,diabolik,Diabolik,"crime, action, mystery, thriller","Antonio Manetti, Marco Manetti",2021,133,11000000,3189418,16.0,6.0,568,5.9,4104,Italian,593395,tt9381682,,943077
Tolo Tolo,tolo tolo,Tolo Tolo,"comedy, drama, family",Checco Zalone,2020,94,20000000,52186426,7.6,6.1,1223,5.7,4331,Italian,593402,tt10413566,,531443
The Menu,the menu,The Menu,"comedy, horror, thriller",Mark Mylod,2022,107,35000000,79628200,45.5,7.2,4910,7.2,426440,English,593643,tt9764362,"161,164,168,171,177,187,188,191,199,202,203,219,222,225,227,230,232,236,237,241,243,245,250,252,267,274,276,281,286,289,290,293,296,297,298,304,308,311,313,318,326,328,330,335,339,341,343,348,352,361,363,366",506394
Palau the Movie,palau the movie,Palau,drama,Kevin Knoblock,2019,120,2000000,134696,1.8,7.7,20,6.2,100,Spanish,593693,tt8109800,,
Baaghi 3,baaghi 3,बाघी ३,"action, adventure, thriller",Ahmed Khan,2020,144,7952450,18473570,20.0,6.6,112,2.2,14228,Hindi,594669,tt8366590,,855261
Sputnik,sputnik,Спутник,"science fiction, drama, horror",Egor Abramenko,2020,113,2600000,354023,13.0,6.5,733,6.4,28120,Russian,594718,tt11905962,"167,168,176,182,187,188,190,192,193,198,201,204,218,220,223,224,226,232,237,243,244,245,250,254,255,265,267,274,286,288,289,290,293,296,298,305,311,313,318,322,326,327,328,339,345,363,366",128056
Shazam! Fury of the Gods,shazam fury of the gods,Shazam! Fury of the Gods,"comedy, action, fantasy",David F. Sandberg,2023,130,125000000,134038006,69.6,6.5,3103,5.9,131989,English,594767,tt10151854,"158,161,165,171,183,184,187,188,189,196,203,211,212,213,224,232,240,243,244,245,252,262,265,269,274,277,289,290,298,305,309,311,313,321",991987
La Belle Époque,la belle époque,La Belle Époque,"comedy, drama",Nicolas Bedos,2019,115,11000000,13935410,14.2,7.4,990,7.4,20535,French,595975,tt9172422,,22298
Let Him Go,let him go,Let Him Go,"thriller, crime, western",Thomas Bezucha,2020,114,21000000,7997460,18.2,6.8,656,6.7,36452,English,596161,tt9340860,"168,171,177,189,192,201,212,219,225,232,237,243,250,274",68315
Chhichhore,chhichhore,छिछोरे,"romance, comedy, drama",Nitesh Tiwari,2019,146,6825000,29353057,7.8,7.7,129,8.3,66247,Hindi,596650,tt9052870,,127607
Nightmare Alley,nightmare alley,Nightmare Alley,"crime, drama, thriller",Guillermo del Toro,2021,150,60000000,39629195,19.4,7.0,2900,7.0,170049,English,597208,tt7740496,"165,167,168,176,182,184,187,188,189,193,197,199,202,203,205,208,210,214,215,216,219,222,223,225,229,230,232,237,239,241,242,243,244,245,252,255,263,264,265,266,267,270,274,282,298,305",843016
Pinocchio: A True Story,pinocchio a true story,Пиноккио. Правдивая история,"animation, fantasy, family",Vasiliy Rovenskiy,2021,94,6100000,822000,11.7,2.8,21,3.3,1874,Russian,597840,tt8480678,,885482
Voyagers,voyagers,Voyagers,"science fiction, thriller",Neil Burger,2021,108,20000000,4298184,16.0,6.0,843,5.5,28091,English,597890,tt9664108,"158,182,197",534344
The Last Warrior: Emissary of Darkness,the last warrior emissary of darkness,Последний богатырь: Посланник тьмы,"fantasy, adventure, comedy",Dmitriy Dyachenko,2021,108,7000000,29694624,32.4,7.0,52,5.5,805,Russian,598014,tt13769630,,
Countdown,countdown,Countdown,"horror, thriller",Justin Dec,2019,90,6500000,48021766,21.1,6.3,2096,5.4,48153,English,599975,tt10039344,"158,161,167,168,171,182,184,187,188,190,192,193,197,207,208,211,216,224,225,237,241,242,255,258,259,269,271,275,276,282,286,289,296,298,305,311,313,326,328,339,346,351,362,366,369",21199
The Father,the father,The Father,drama,Florian Zeller,2020,97,6000000,21029340,27.3,8.1,3183,8.2,204359,English,600354,tt10272386,"184,188,192,203,208,219,220,222,235,237,244,245,272,291",79538
Legacy of Lies,legacy of lies,Legacy of Lies,"thriller, action",Adrian Bol,2020,101,4500000,94583,14.9,5.6,223,5.1,4463,English,601165,tt6834916,232,208434
My Cousin,my cousin,Mon cousin,comedy,Jan Kounen,2020,107,10854516,2982559,5.6,5.5,101,5.3,706,French,601297,tt10023150,,169858
83,83,83,"drama, history",Kabir Khan,2021,160,36786988,25452983,6.7,7.0,51,7.5,41450,Hindi,601337,tt7518786,,536543
Laal Singh Chaddha,laal singh chaddha,लाल सिंह चड्ढा,"drama, comedy, romance, family",Advait Chandan,2022,164,23000000,16000000,12.0,6.6,68,5.6,178940,Hindi,601635,tt10028196,,
Alienoid,alienoid,외계+인 1부,"science fiction, action, fantasy, adventure",Choi Dong-hoon,2022,142,24500000,12109608,104.0,6.8,432,6.3,6378,Korean,601796,tt20168564,,1308630
Fatman,fatman,Fatman,"action, comedy, fantasy","Eshom Nelms, Ian Nelms",2020,100,20000000,1651413,26.6,5.5,815,5.9,30923,English,602211,tt10310140,"216,242",537060
The Forever Purge,the forever purge,The Forever Purge,"horror, action, thriller",Everardo Gout,2021,103,18000000,76994245,47.2,6.9,2486,5.4,45510,English,602223,tt10327252,"161,167,168,181,182,184,188,200,203,208,212,216,223,228,229,231,232,243,245,246,255,260,265,266,267,269,274,290",784334
The Little Things,the little things,The Little Things,"drama, crime, thriller",John Lee Hancock,2021,128,30000000,29942746,26.8,6.3,2486,6.3,132202,English,602269,tt10016180,"167,181,187,188,222,232,242,279,326,343,351,361",178807
Hostage: Missing Celebrity,hostage missing celebrity,인질,action,Pil Gam-seong,2021,94,6144000,13000000,9.2,6.9,36,6.3,1206,Korean,602463,tt14941222,,
Into the Labyrinth,into the labyrinth,L'uomo del labirinto,"thriller, mystery",Donato Carrisi,2019,130,4000000,2514679,15.2,6.3,499,5.8,5085,Italian,602545,tt8594376,,607673
Detective Chinatown 3,detective chinatown 3,唐人街探案3,"action, comedy, mystery",Chen Sicheng,2021,136,117000000,686257563,16.0,5.7,80,5.6,2724,Chinese,602666,tt10370822,,36998
